epoch,val_loss,accuracy,auc,precision,recall,f1_score
1,0.6926858425140381,0.4996825396825397,0.5549506898264307,0.4996825396825397,1.0,0.6663844199830652
2,0.691760778427124,0.4996825396825397,0.6108067969994647,0.4996825396825397,1.0,0.6663844199830652
3,0.690847635269165,0.4996825396825397,0.6454134121092112,0.4996825396825397,1.0,0.6663844199830652
4,0.6898922324180603,0.4996825396825397,0.6678763085417218,0.4996825396825397,1.0,0.6663844199830652
5,0.6888559460639954,0.4996825396825397,0.6820300053534918,0.4996825396825397,1.0,0.6663844199830652
6,0.687718391418457,0.4996825396825397,0.6915518030947052,0.4996825396825397,1.0,0.6663844199830652
7,0.6864254474639893,0.4996825396825397,0.6988314230612942,0.4996825396825397,1.0,0.6663844199830652
8,0.6850008964538574,0.4996825396825397,0.703474609614355,0.4996825396825397,1.0,0.6663844199830652
9,0.6833974719047546,0.4996825396825397,0.706807641948155,0.4996825396825397,1.0,0.6663844199830652
10,0.6816344857215881,0.4996825396825397,0.7092796006166191,0.4996825396825397,1.0,0.6663844199830652
11,0.6796948313713074,0.4996825396825397,0.7112113726223724,0.4996825396825397,1.0,0.6663844199830652
12,0.6775792837142944,0.4996825396825397,0.7125626455278995,0.4996825396825397,1.0,0.6663844199830652
13,0.675275981426239,0.4996825396825397,0.7135930314308012,0.4996825396825397,1.0,0.6663844199830652
14,0.6727850437164307,0.4996825396825397,0.7143170428085837,0.4996825396825397,1.0,0.6663844199830652
15,0.6701028943061829,0.4996825396825397,0.7149144731325667,0.4996825396825397,1.0,0.6663844199830652
16,0.6672402024269104,0.4996825396825397,0.7154973909790439,0.4996825396825397,1.0,0.6663844199830652
17,0.6641829013824463,0.4996825396825397,0.7161536774617999,0.4996825396825397,1.0,0.6663844199830652
18,0.6609530448913574,0.5003174603174603,0.7167599765220364,0.5,1.0,0.6666666666666666
19,0.6575659513473511,0.5015873015873016,0.7172864569559916,0.5006361323155216,1.0,0.6672318779143704
20,0.6540380716323853,0.5047619047619047,0.7178306748624539,0.5022335673261008,1.0,0.6686491079014444
21,0.6503879427909851,0.5066666666666667,0.7184272989376865,0.5031969309462916,1.0,0.6695023394300298
22,0.6466467380523682,0.5111111111111111,0.718930398157883,0.5054592164418754,1.0,0.6715017064846417
23,0.6428298950195312,0.5168253968253969,0.7195463722031231,0.5083979328165374,1.0,0.6740899357601713
24,0.6389762759208679,0.5206349206349207,0.7201317087958514,0.5103761348897535,1.0,0.6758265349935595
25,0.6351384520530701,0.5288888888888889,0.7206331955185469,0.5147347740667977,0.9987293519695044,0.6793431287813311
26,0.6313431859016418,0.5352380952380953,0.7212274008475287,0.5181278839815425,0.9987293519695044,0.6822916666666666
27,0.6276167631149292,0.5428571428571428,0.7218054812015042,0.5222591362126245,0.9987293519695044,0.6858638743455497
28,0.624025285243988,0.5517460317460318,0.7225480363005437,0.527236045729657,0.9961880559085133,0.6895338610378188
29,0.6205844283103943,0.5612698412698413,0.7232115790220525,0.5326530612244897,0.9949174078780177,0.6938413823659725
