epoch,val_loss,accuracy,auc,precision,recall,f1_score
1,0.6772283911705017,0.6806349206349206,0.7903890311470017,0.6334586466165414,0.8564167725540025,0.7282549972987574
2,0.6704584956169128,0.713015873015873,0.8143999251801161,0.6529680365296804,0.9085133418043202,0.7598299681190224
3,0.6689988970756531,0.7073015873015873,0.7707109178980772,0.6591796875,0.8576874205844981,0.7454445057979017
4,0.6621329188346863,0.7174603174603175,0.7828481865853107,0.6641074856046065,0.8792884371029225,0.7566976489885183
5,0.6583267450332642,0.7225396825396826,0.7841148033720547,0.6725838264299803,0.866581956797967,0.7573570238756246
6,0.6526185274124146,0.7409523809523809,0.7953635859364419,0.6848780487804879,0.8919949174078781,0.7748344370860927
7,0.6532009840011597,0.7320634920634921,0.7824797309064171,0.683049147442327,0.8653113087674714,0.7634529147982063
8,0.659001350402832,0.7180952380952381,0.784400215429666,0.6692991115498519,0.8614993646759848,0.7533333333333333
9,0.6473404765129089,0.7473015873015874,0.7916419417049905,0.6916256157635468,0.8919949174078781,0.779134295227525
10,0.6512088179588318,0.726984126984127,0.7868729803468805,0.683076923076923,0.8462515883100381,0.7559591373439274
11,0.6417551636695862,0.7523809523809524,0.8027375370068176,0.7015228426395939,0.8780177890724269,0.7799097065462754
12,0.642798125743866,0.7523809523809524,0.7881549158598804,0.7035897435897436,0.8716645489199492,0.7786606129398411
13,0.6376789212226868,0.7568253968253968,0.8026069247092669,0.7099792099792099,0.8678526048284625,0.7810177244139508
14,0.6463747024536133,0.7441269841269841,0.7875389418146401,0.6955193482688391,0.8678526048284625,0.7721876766534765
15,0.6415954232215881,0.758095238095238,0.7985393997639303,0.7054655870445344,0.8856416772554002,0.7853521126760563
16,0.6338616013526917,0.7644444444444445,0.806951799224711,0.7153209109730849,0.8780177890724269,0.7883628066172276
17,0.6336983442306519,0.7707936507936508,0.819715523190939,0.7125748502994012,0.9072426937738246,0.7982112912241476
18,0.6347594261169434,0.7612698412698413,0.8058214384767702,0.7116374871266735,0.8780177890724269,0.7861205915813424
19,0.6306521892547607,0.7726984126984127,0.8174757641625655,0.7227414330218068,0.8843710292249047,0.7954285714285714
20,0.6317318081855774,0.7790476190476191,0.8245755906578345,0.7158308751229105,0.9250317662007624,0.8070953436807096
21,0.6298967599868774,0.7822222222222223,0.8117997729603519,0.7189349112426036,0.9263024142312579,0.8095502498611882
22,0.6316471695899963,0.7701587301587302,0.8103315939860294,0.7192982456140351,0.8856416772554002,0.7938496583143508
23,0.6252794861793518,0.7847619047619048,0.8082168035139546,0.7338204592901879,0.8932655654383735,0.805730659025788
24,0.6270847320556641,0.7873015873015873,0.8158237604731713,0.72920892494929,0.9135959339263025,0.8110547095318669
25,0.6319852471351624,0.7733333333333333,0.8099083133921141,0.7158634538152611,0.9059720457433291,0.7997756590016826
26,0.6299811601638794,0.7790476190476191,0.8084909280890615,0.7228426395939086,0.9047013977128335,0.8036117381489842
27,0.636195182800293,0.7695238095238095,0.8022602377466316,0.7090729783037475,0.9135959339263025,0.7984453081621321
28,0.6258301734924316,0.7911111111111111,0.8266637749211487,0.7271825396825397,0.9313850063532402,0.8167130919220056
29,0.6322436928749084,0.7777777777777778,0.8151892427066738,0.7165510406342914,0.9186785260482846,0.8051224944320713
30,0.6306853890419006,0.7784126984126984,0.8098736446958508,0.7234693877551021,0.9008894536213469,0.8024900962082626
31,0.635855495929718,0.7682539682539683,0.8084772218603061,0.7135627530364372,0.8958068614993647,0.7943661971830986
32,0.6332747936248779,0.7631746031746032,0.8171653583936945,0.7169811320754716,0.8691232528589581,0.7857553130384837
33,0.6320940256118774,0.7714285714285715,0.8249279213617218,0.7132867132867133,0.9072426937738246,0.7986577181208053
34,0.6319092512130737,0.7758730158730158,0.8207217216313315,0.717434869739479,0.9097839898348158,0.8022408963585435
35,0.6312698125839233,0.7707936507936508,0.8113982610826953,0.7195876288659794,0.8869123252858958,0.794536141149687
36,0.6297712326049805,0.7714285714285715,0.8055013577228956,0.7245005257623555,0.8754764930114358,0.7928653624856157
37,0.6233377456665039,0.7904761904761904,0.8331645585949341,0.7287287287287287,0.9250317662007624,0.8152295632698768
38,0.6276727318763733,0.7892063492063492,0.8200920413573358,0.7223851417399805,0.9390088945362135,0.8165745856353591
39,0.6268007159233093,0.7771428571428571,0.8179732196415095,0.7266112266112266,0.8881829733163914,0.7993138936535163
40,0.6229127645492554,0.7917460317460318,0.8267726185024413,0.7325227963525835,0.9186785260482846,0.8151071025930101
41,0.6209191679954529,0.8019047619047619,0.8317786169931436,0.7367896311066799,0.9390088945362135,0.8256983240223463
42,0.623999834060669,0.7853968253968254,0.8250238649630094,0.7312049433573635,0.9021601016518425,0.8077360637087599
43,0.6284556984901428,0.773968253968254,0.8048273337676327,0.7319698600645855,0.8640406607369758,0.7925407925407926
44,0.6277900338172913,0.7815873015873016,0.8261477757209477,0.7221664994984955,0.9148665819567979,0.8071748878923767
45,0.6283547878265381,0.7822222222222223,0.8174225517450447,0.725609756097561,0.9072426937738246,0.8063241106719368
46,0.627170741558075,0.7822222222222223,0.8134453266597437,0.73125,0.8919949174078781,0.8036634230108758
47,0.624042272567749,0.7873015873015873,0.8151634427466637,0.7359081419624217,0.8958068614993647,0.8080229226361032
48,0.6225374341011047,0.7866666666666666,0.8109854617225344,0.7376185458377239,0.8894536213468869,0.8064516129032258
49,0.6237298846244812,0.7822222222222223,0.8083498345577564,0.7381974248927039,0.8742058449809402,0.8004653868528214
50,0.6238604784011841,0.7879365079365079,0.8121174349679757,0.7347150259067358,0.9008894536213469,0.8093607305936074
51,0.6275684237480164,0.7777777777777778,0.8129107837382852,0.7292759706190975,0.8831003811944091,0.7988505747126436
52,0.6200266480445862,0.7885714285714286,0.8205733718612738,0.7420042643923241,0.8843710292249047,0.8069565217391305
53,0.6236194372177124,0.7860317460317461,0.8208837776301448,0.7363445378151261,0.8907242693773825,0.8062104657849338
54,0.6234582662582397,0.7885714285714286,0.826902424551242,0.7311608961303462,0.9123252858958069,0.8117580553985303
55,0.6258044242858887,0.780952380952381,0.8173266081437575,0.7311715481171548,0.8881829733163914,0.802065404475043
56,0.6288642287254333,0.7746031746031746,0.8088343900566956,0.7254697286012526,0.8831003811944091,0.7965616045845272
57,0.6216980814933777,0.7936507936507936,0.8224720876682642,0.7386363636363636,0.9085133418043202,0.8148148148148148
58,0.6157475709915161,0.7993650793650794,0.8283931784905734,0.7481559536354057,0.9021601016518425,0.8179723502304147
59,0.6185714602470398,0.7936507936507936,0.822343087868214,0.7489224137931034,0.8831003811944091,0.8104956268221575
60,0.6217228174209595,0.7923809523809524,0.8264928501860822,0.7395833333333334,0.9021601016518425,0.8128219805380652
61,0.6252480745315552,0.7796825396825396,0.817669263862641,0.7306079664570231,0.8856416772554002,0.800689259046525
62,0.6217484474182129,0.7911111111111111,0.8315222298905437,0.7365702479338843,0.9059720457433291,0.8125356125356126
63,0.6249789595603943,0.7834920634920635,0.819094711653197,0.736228813559322,0.8831003811944091,0.803004043905257
64,0.6237388253211975,0.7853968253968254,0.8186061249105062,0.7331256490134995,0.8970775095298602,0.8068571428571428
65,0.6213668584823608,0.7847619047619048,0.8255326079244576,0.7377919320594479,0.8831003811944091,0.8039329091960671
66,0.620161235332489,0.7917460317460318,0.822759112223376,0.7454545454545455,0.8856416772554002,0.8095238095238095
67,0.6209602355957031,0.7949206349206349,0.8233396113236024,0.7372188139059305,0.9161372299872935,0.8169971671388102
68,0.6246777176856995,0.7841269841269841,0.8174451267100535,0.7355110642781876,0.8869123252858958,0.804147465437788
69,0.6211960315704346,0.7949206349206349,0.815269061332955,0.7426778242677824,0.9021601016518425,0.8146873207114171
70,0.6236077547073364,0.7873015873015873,0.8205765968562749,0.7334710743801653,0.9021601016518425,0.8091168091168092
71,0.6231677532196045,0.7847619047619048,0.8144902250401511,0.7309278350515463,0.9008894536213469,0.807057484348321
72,0.6246470212936401,0.7834920634920635,0.8153916111430026,0.7322916666666667,0.8932655654383735,0.8048082427017744
73,0.6190361380577087,0.7974603174603174,0.8298541012261431,0.7427385892116183,0.9097839898348158,0.817818389491719
74,0.6165165901184082,0.7987301587301587,0.8304991002263946,0.7468487394957983,0.9034307496823379,0.8177113283496262
75,0.6180101633071899,0.7987301587301587,0.8188657370081076,0.74581589958159,0.9059720457433291,0.8181296615031555
76,0.6190531849861145,0.8006349206349206,0.8214868516953798,0.7445708376421923,0.9148665819567979,0.8209806157354618
77,0.6179693341255188,0.8019047619047619,0.8272128303201131,0.7411167512690355,0.9275730622617535,0.8239277652370203
78,0.617174506187439,0.8019047619047619,0.8217940324692496,0.7456049638055843,0.9161372299872935,0.82212086659065
79,0.6188092827796936,0.8088888888888889,0.8274361612239501,0.7377690802348337,0.9580686149936467,0.8336097291321172
80,0.6226540803909302,0.7930158730158731,0.8185198562942227,0.7340101522842639,0.9186785260482846,0.8160270880361173
81,0.6206089854240417,0.7911111111111111,0.8216964763704616,0.7410526315789474,0.8945362134688691,0.8105929763960852
82,0.6226403117179871,0.7917460317460318,0.8167759402472927,0.7344228804902962,0.9135959339263025,0.8142695356738392
83,0.6219339966773987,0.7949206349206349,0.8261381007359438,0.7329317269076305,0.9275730622617535,0.8188446438586652
84,0.6205641627311707,0.7923809523809524,0.8227123497958577,0.7380952380952381,0.9059720457433291,0.8134626354820308
85,0.6160721182823181,0.8088888888888889,0.8251665709918149,0.7489754098360656,0.928843710292249,0.8292682926829268
86,0.620721161365509,0.7936507936507936,0.8229187494759383,0.7381443298969073,0.9097839898348158,0.8150256118383609
87,0.6212949752807617,0.7949206349206349,0.8200186727210572,0.736734693877551,0.9174078780177891,0.8172043010752689
88,0.6240294575691223,0.7911111111111111,0.8260502196221596,0.7258382642998028,0.9351969504447268,0.8173237090505275
89,0.6229032278060913,0.7892063492063492,0.8168186714310594,0.7402323125659979,0.8907242693773825,0.8085351787773933
90,0.6177262663841248,0.8006349206349206,0.8312964802404557,0.7450777202072539,0.9135959339263025,0.8207762557077626
91,0.6207586526870728,0.7968253968253968,0.8245014157728057,0.7346733668341708,0.928843710292249,0.8204264870931538
92,0.6216315031051636,0.7936507936507936,0.819750998135953,0.7361963190184049,0.9148665819567979,0.8158640226628895
93,0.6206085681915283,0.7955555555555556,0.835702629660924,0.7355623100303952,0.9224904701397713,0.818489289740699
94,0.6160221695899963,0.8050793650793651,0.8275772547552551,0.7459016393442623,0.9250317662007624,0.8258650028360749
95,0.6183785200119019,0.8025396825396826,0.8308957746115494,0.7458677685950413,0.9174078780177891,0.8227920227920228
96,0.6213995814323425,0.7955555555555556,0.810261450344752,0.7370030581039755,0.9186785260482846,0.8178733031674208
